id,upc,product_name,brand_name,recall_date,reason,source,severity,distribution_pattern,plain_language_summary,created_at
0,186852000396,talenti gelato toasted almond one pint talenti gelato,Talenti Gelato,6/25/13,Product contains undeclared Allergen; Pecans.,fda,Class II,"[AK, CT, ID, IL, IN, MD, MA, MT, NH, NJ, NY, NC, OH, PA, TN, VA, WA, WI]",,4/8/26
1,186852000631,talenti german chocolate cake gelato one pint talenti gelato,Talenti Gelato,9/10/13,Product contains undeclared Allergen; Almonds.,fda,Class II,"[AZ, CO, CT, DE, GA, IA, IN, MA, MD, MN, MO, NC, NH, NY, PA, TX, WI]",,4/8/26
2,208544170024,fruit tartlets lemon flavor ouhlala gourmet llc,Ouhlala Gourmet Llc,1/20/16,Products contain undeclared milk on finished product labeling,fda,Class II,"[EG, BM, UAE]",,4/8/26
3,,fruit tartlets raspberry flavor ouhlala gourmet llc,Ouhlala Gourmet Llc,1/20/16,Products contain undeclared milk on finished product labeling,fda,Class II,[USA],,4/8/26
4,100748651101,white cupcakes with yellow icing upc dessert innovations ii candy divison,Dessert Innovations II Candy Divison,4/26/16,Undeclared allergen; Peanut Protein,fda,Class II,"[GA, NC]",,4/8/26
5,100748651101,white cupcakes with white icing upc dessert innovations ii candy divison,Dessert Innovations II Candy Divison,4/26/16,Undeclared allergen; Peanut Protein,fda,Class II,"[GA, NC]",,4/8/26
6,100748651101,white cupcakes with pink icing upc dessert innovations ii candy divison,Dessert Innovations II Candy Divison,4/26/16,Undeclared allergen; Peanut Protein,fda,Class II,"[GA, NC]",,4/8/26
7,100748651101,white cupcakes with blue icing upc dessert innovations ii candy divison,Dessert Innovations II Candy Divison,4/26/16,Undeclared allergen; Peanut Protein,fda,Class II,"[GA, NC]",,4/8/26
8,,fresh long chili peppers raw patel shippers inc,Patel Shippers Inc,4/28/16,Product tested positive for Salmonella.,fda,Class I,"[FL, NY, VA]",,4/8/26
9,665603780379,eastern feast green raisin commerce international inc.,Commerce International Inc.,8/5/16,Initiated by the Florida Department of Agriculture and Consumer Services due to undeclared sulfites on the finished product label.,fda,Class I,[FL],,4/8/26
10,,eastern feast green raisin commerce international inc.,Commerce International Inc.,8/5/16,Initiated by the Florida Department of Agriculture and Consumer Services due to undeclared sulfites on the finished product label.,fda,Class I,"[FL, GA, NC, SC]",,4/8/26
11,,tasty sawa ground turmeric spices usa inc.,Spices USA Inc.,8/17/16,Product contains elevated levels of lead.,fda,Class I,[FL],,4/8/26
12,,"inland market maryland crab cake inland seafood, inc.","Inland Seafood, Inc.",8/19/16,Possible contamination with foreign matter; wood pieces.,fda,Class II,"[CT, FL, GA, MD, NC, NJ, NY, PA, SC, VA]",,4/8/26
13,,"reduced fat seafood cheese spread inland seafood, inc.","Inland Seafood, Inc.",8/19/16,Possible contamination with foreign matter; wood pieces.,fda,Class II,"[CT, FL, GA, MD, NC, NJ, NY, PA, SC, VA]",,4/8/26
14,,"original seafood cheese spread inland seafood, inc.","Inland Seafood, Inc.",8/19/16,Possible contamination with foreign matter; wood pieces.,fda,Class II,"[CT, FL, GA, MD, NC, NJ, NY, PA, SC, VA]",,4/8/26
15,,"spinach krab artichoke dip inland seafood, inc.","Inland Seafood, Inc.",8/19/16,Possible contamination with foreign matter; wood pieces.,fda,Class II,"[CT, FL, GA, MD, NC, NJ, NY, PA, SC, VA]",,4/8/26
16,,"alaskan salmon salad inland seafood, inc.","Inland Seafood, Inc.",8/19/16,Possible contamination with foreign matter; wood pieces.,fda,Class II,"[CT, FL, GA, MD, NC, NJ, NY, PA, SC, VA]",,4/8/26
17,,"inland market premium blue crab spread inland seafood, inc.","Inland Seafood, Inc.",8/19/16,Possible contamination with foreign matter; wood pieces.,fda,Class II,"[CT, FL, GA, MD, NC, NJ, NY, PA, SC, VA]",,4/8/26
18,,"inland market dungeness crab cake inland seafood, inc.","Inland Seafood, Inc.",8/19/16,Possible contamination with foreign matter; wood pieces.,fda,Class II,"[CT, FL, GA, MD, NC, NJ, NY, PA, SC, VA]",,4/8/26
19,,"smoked whitefish salad inland seafood, inc.","Inland Seafood, Inc.",8/19/16,Possible contamination with foreign matter; wood pieces.,fda,Class II,"[CT, FL, GA, MA, MD, NC, NJ, NY, PA, SC, VA]",,4/8/26
20,,"spicy crab dip inland seafood, inc.","Inland Seafood, Inc.",8/19/16,Possible contamination with foreign matter; wood pieces.,fda,Class II,"[CT, FL, GA, MD, NC, NJ, NY, PA, SC, VA]",,4/8/26
21,,"inland market traditional crab cake inland seafood, inc.","Inland Seafood, Inc.",8/19/16,Possible contamination with foreign matter; wood pieces.,fda,Class II,"[CT, FL, GA, MA, MD, NC, NJ, NY, PA, SC, VA]",,4/8/26
22,,"inland market premium maine lobster spread inland seafood, inc.","Inland Seafood, Inc.",8/19/16,Possible contamination with foreign matter; wood pieces.,fda,Class II,"[CT, FL, GA, MD, NC, NJ, NY, PA, SC, VA]",,4/8/26
23,,"opelle bakery egg bagel b o'pelle enterprises, inc.","O'Pelle Enterprises, Inc.",12/9/16,The Egg Bagel flavor lacks declaration of Yellow 5 on its label.,fda,Class II,[FL],,4/8/26
24,,"opelle bakery egg bagel c o'pelle enterprises, inc.","O'Pelle Enterprises, Inc.",12/9/16,The Egg Bagel flavor lacks declaration of Yellow 5 on its label.,fda,Class II,[FL],,4/8/26
25,,"opelle bakery rainbow bagel b o'pelle enterprises, inc.","O'Pelle Enterprises, Inc.",12/9/16,"The Rainbow Bagel flavor label lacks declaration of Yellow 5, Yellow 6, Blue 1, Red 40 and Red 3 on its label.",fda,Class II,[FL],,4/8/26
26,,sunmba frozen ajiaco vegetable mix barberi international inc.,Barberi International Inc.,1/25/17,Contamination with Listeria monocytogenes,fda,Class II,[FL],,4/8/26
27,8286535520,colby cheese packaged as follows a amish classics deli horn item mds foods inc,MDS Foods Inc,2/4/17,Sample of product collected by the State Department of Agriculture tested positive for Listeria Monocytogenes,fda,Class I,"[FL, GA, IL, IN, KS, KY, MA, MI, MO, OH, PA, SC, TN, TX, UT]",,4/8/26
28,49646936045,colby cheese packaged as follows a amish classics deli horn item mds foods inc,MDS Foods Inc,2/4/17,Sample of product collected by the State Department of Agriculture tested positive for Listeria Monocytogenes,fda,Class I,"[FL, GA, IL, IN, KS, KY, MA, MI, MO, OH, PA, SC, TN, TX, UT]",,4/8/26
29,49646936095,colby cheese packaged as follows a amish classics deli horn item mds foods inc,MDS Foods Inc,2/4/17,Sample of product collected by the State Department of Agriculture tested positive for Listeria Monocytogenes,fda,Class I,"[FL, GA, IL, IN, KS, KY, MA, MI, MO, OH, PA, SC, TN, TX, UT]",,4/8/26
30,94776102211,colby jack cheese packaged as follows a m markets of r mds foods inc,MDS Foods Inc,2/4/17,Sample of product collected by the State Department of Agriculture tested positive for Listeria Monocytogenes,fda,Class I,"[FL, GA, IL, IN, KS, KY, MA, MI, MO, OH, PA, SC, TN, TX, UT]",,4/8/26
31,102411210244,jalapeno jack cheese packaged as follows a amish classics jalapeno jack mini horn item mds foods inc,MDS Foods Inc,2/4/17,Sample of product collected by the State Department of Agriculture tested positive for Listeria Monocytogenes,fda,Class I,"[FL, GA, IL, IN, KS, KY, MA, MI, MO, OH, PA, SC, TN, TX, UT]",,4/8/26
32,102441210245,jalapeno jack cheese packaged as follows a amish classics jalapeno jack mini horn item mds foods inc,MDS Foods Inc,2/4/17,Sample of product collected by the State Department of Agriculture tested positive for Listeria Monocytogenes,fda,Class I,"[FL, GA, IL, IN, KS, KY, MA, MI, MO, OH, PA, SC, TN, TX, UT]",,4/8/26
33,102458828653,jalapeno jack cheese packaged as follows a amish classics jalapeno jack mini horn item mds foods inc,MDS Foods Inc,2/4/17,Sample of product collected by the State Department of Agriculture tested positive for Listeria Monocytogenes,fda,Class I,"[FL, GA, IL, IN, KS, KY, MA, MI, MO, OH, PA, SC, TN, TX, UT]",,4/8/26
34,107510553157,jalapeno jack cheese packaged as follows a amish classics jalapeno jack mini horn item mds foods inc,MDS Foods Inc,2/4/17,Sample of product collected by the State Department of Agriculture tested positive for Listeria Monocytogenes,fda,Class I,"[FL, GA, IL, IN, KS, KY, MA, MI, MO, OH, PA, SC, TN, TX, UT]",,4/8/26
35,182458828653,colby jack cheese packaged as follows a m markets of r mds foods inc,MDS Foods Inc,2/4/17,Sample of product collected by the State Department of Agriculture tested positive for Listeria Monocytogenes,fda,Class I,"[FL, GA, IL, IN, KS, KY, MA, MI, MO, OH, PA, SC, TN, TX, UT]",,4/8/26
36,187038094776,colby jack cheese packaged as follows a m markets of r mds foods inc,MDS Foods Inc,2/4/17,Sample of product collected by the State Department of Agriculture tested positive for Listeria Monocytogenes,fda,Class I,"[FL, GA, IL, IN, KS, KY, MA, MI, MO, OH, PA, SC, TN, TX, UT]",,4/8/26
37,187588713733,colby jack cheese packaged as follows a m markets of r mds foods inc,MDS Foods Inc,2/4/17,Sample of product collected by the State Department of Agriculture tested positive for Listeria Monocytogenes,fda,Class I,"[FL, GA, IL, IN, KS, KY, MA, MI, MO, OH, PA, SC, TN, TX, UT]",,4/8/26
38,285324575285,cheddar cheese packaged as a amish classics cheddar mild color item mds foods inc,MDS Foods Inc,2/4/17,Potential cross contamination from a of product collected by the State Department of Agriculture which tested positive for Listeria Monocytogenes,fda,Class I,"[FL, GA, IL, IN, KS, KY, MA, MI, MO, OH, PA, SC, TN, TX, UT]",,4/8/26
39,288418496469,cheddar cheese packaged as a amish classics cheddar mild color item mds foods inc,MDS Foods Inc,2/4/17,Potential cross contamination from a of product collected by the State Department of Agriculture which tested positive for Listeria Monocytogenes,fda,Class I,"[FL, GA, IL, IN, KS, KY, MA, MI, MO, OH, PA, SC, TN, TX, UT]",,4/8/26
40,496469360521,marble cheese packaged as a troyer marble ew halfmoon item mds foods inc,MDS Foods Inc,2/4/17,Sample of product collected by the State Department of Agriculture tested positive for Listeria Monocytogenes,fda,Class I,"[FL, GA, IL, IN, KS, KY, MA, MI, MO, OH, PA, SC, TN, TX, UT]",,4/8/26
41,496469360835,farmers cheese packaged as a amish classics farmers cheese mini horn item mds foods inc,MDS Foods Inc,2/4/17,Sample of product collected by the State Department of Agriculture tested positive for Listeria Monocytogenes,fda,Class I,"[FL, GA, IL, IN, KS, KY, MA, MI, MO, OH, PA, SC, TN, TX, UT]",,4/8/26
42,496469361061,pepper jack cheese packaged as a troyer pepper jack ew halfmoon item mds foods inc,MDS Foods Inc,2/4/17,Potential cross contamination from a of product collected by the State Department of Agriculture which tested positive for Listeria Monocytogenes,fda,Class I,"[FL, GA, IL, IN, KS, KY, MA, MI, MO, OH, PA, SC, TN, TX, UT]",,4/8/26
43,496469361131,marble cheese packaged as a troyer marble ew halfmoon item mds foods inc,MDS Foods Inc,2/4/17,Sample of product collected by the State Department of Agriculture tested positive for Listeria Monocytogenes,fda,Class I,"[FL, GA, IL, IN, KS, KY, MA, MI, MO, OH, PA, SC, TN, TX, UT]",,4/8/26
44,496469361376,farmers cheese packaged as a amish classics farmers cheese mini horn item mds foods inc,MDS Foods Inc,2/4/17,Sample of product collected by the State Department of Agriculture tested positive for Listeria Monocytogenes,fda,Class I,"[FL, GA, IL, IN, KS, KY, MA, MI, MO, OH, PA, SC, TN, TX, UT]",,4/8/26
45,528555154828,cheddar cheese packaged as a amish classics cheddar mild color item mds foods inc,MDS Foods Inc,2/4/17,Potential cross contamination from a of product collected by the State Department of Agriculture which tested positive for Listeria Monocytogenes,fda,Class I,"[FL, GA, IL, IN, KS, KY, MA, MI, MO, OH, PA, SC, TN, TX, UT]",,4/8/26
46,552448557588,colby cheese packaged as follows a amish classics deli horn item mds foods inc,MDS Foods Inc,2/4/17,Sample of product collected by the State Department of Agriculture tested positive for Listeria Monocytogenes,fda,Class I,"[FL, GA, IL, IN, KS, KY, MA, MI, MO, OH, PA, SC, TN, TX, UT]",,4/8/26
47,557406558408,colby cheese packaged as follows a amish classics deli horn item mds foods inc,MDS Foods Inc,2/4/17,Sample of product collected by the State Department of Agriculture tested positive for Listeria Monocytogenes,fda,Class I,"[FL, GA, IL, IN, KS, KY, MA, MI, MO, OH, PA, SC, TN, TX, UT]",,4/8/26
48,557588713733,colby cheese packaged as follows a amish classics deli horn item mds foods inc,MDS Foods Inc,2/4/17,Sample of product collected by the State Department of Agriculture tested positive for Listeria Monocytogenes,fda,Class I,"[FL, GA, IL, IN, KS, KY, MA, MI, MO, OH, PA, SC, TN, TX, UT]",,4/8/26
49,558408049646,colby cheese packaged as follows a amish classics deli horn item mds foods inc,MDS Foods Inc,2/4/17,Sample of product collected by the State Department of Agriculture tested positive for Listeria Monocytogenes,fda,Class I,"[FL, GA, IL, IN, KS, KY, MA, MI, MO, OH, PA, SC, TN, TX, UT]",,4/8/26
50,612448756155,muenster cheese packaged as a amish classics muenster rw end chunks item mds foods inc,MDS Foods Inc,2/4/17,Potential cross contamination from a of product collected by the State Department of Agriculture which tested positive for Listeria Monocytogenes,fda,Class I,"[FL, GA, IL, IN, KS, KY, MA, MI, MO, OH, PA, SC, TN, TX, UT]",,4/8/26
51,634660628597,colby cheese packaged as follows a amish classics deli horn item mds foods inc,MDS Foods Inc,2/4/17,Sample of product collected by the State Department of Agriculture tested positive for Listeria Monocytogenes,fda,Class I,"[FL, GA, IL, IN, KS, KY, MA, MI, MO, OH, PA, SC, TN, TX, UT]",,4/8/26
52,634660628603,colby jack cheese packaged as follows a m markets of r mds foods inc,MDS Foods Inc,2/4/17,Sample of product collected by the State Department of Agriculture tested positive for Listeria Monocytogenes,fda,Class I,"[FL, GA, IL, IN, KS, KY, MA, MI, MO, OH, PA, SC, TN, TX, UT]",,4/8/26
53,634660628726,colby cheese packaged as follows a amish classics deli horn item mds foods inc,MDS Foods Inc,2/4/17,Sample of product collected by the State Department of Agriculture tested positive for Listeria Monocytogenes,fda,Class I,"[FL, GA, IL, IN, KS, KY, MA, MI, MO, OH, PA, SC, TN, TX, UT]",,4/8/26
54,634660628757,colby jack cheese packaged as follows a m markets of r mds foods inc,MDS Foods Inc,2/4/17,Sample of product collected by the State Department of Agriculture tested positive for Listeria Monocytogenes,fda,Class I,"[FL, GA, IL, IN, KS, KY, MA, MI, MO, OH, PA, SC, TN, TX, UT]",,4/8/26
55,634660628771,cheddar cheese packaged as a amish classics cheddar mild color item mds foods inc,MDS Foods Inc,2/4/17,Potential cross contamination from a of product collected by the State Department of Agriculture which tested positive for Listeria Monocytogenes,fda,Class I,"[FL, GA, IL, IN, KS, KY, MA, MI, MO, OH, PA, SC, TN, TX, UT]",,4/8/26
56,634660628788,jalapeno cheese packaged as a deli readi jalapeno st pk mds foods inc,MDS Foods Inc,2/4/17,Potential cross contamination from a of product collected by the State Department of Agriculture which tested positive for Listeria Monocytogenes,fda,Class I,"[FL, GA, IL, IN, KS, KY, MA, MI, MO, OH, PA, SC, TN, TX, UT]",,4/8/26
57,634660628788,hot pepper cheese packaged as a amish classics hot pepper rw square item mds foods inc,MDS Foods Inc,2/4/17,Potential cross contamination from a sample of product collected by the State Department of Agriculture which tested positive for Listeria Monocytogenes,fda,Class I,"[FL, GA, IL, IN, KS, KY, MA, MI, MO, OH, PA, SC, TN, TX, UT]",,4/8/26
58,652458828653,grand butterkase cheese packaged as a amish classics grand butterkase item mds foods inc,MDS Foods Inc,2/4/17,Sample of product collected by the State Department of Agriculture tested positive for Listeria Monocytogenes,fda,Class I,"[FL, GA, IL, IN, KS, KY, MA, MI, MO, OH, PA, SC, TN, TX, UT]",,4/8/26
59,698408496469,farmers cheese packaged as a amish classics farmers cheese mini horn item mds foods inc,MDS Foods Inc,2/4/17,Sample of product collected by the State Department of Agriculture tested positive for Listeria Monocytogenes,fda,Class I,"[FL, GA, IL, IN, KS, KY, MA, MI, MO, OH, PA, SC, TN, TX, UT]",,4/8/26
60,710917187551,colby jack cheese packaged as follows a m markets of r mds foods inc,MDS Foods Inc,2/4/17,Sample of product collected by the State Department of Agriculture tested positive for Listeria Monocytogenes,fda,Class I,"[FL, GA, IL, IN, KS, KY, MA, MI, MO, OH, PA, SC, TN, TX, UT]",,4/8/26
61,713733340472,colby cheese packaged as follows a amish classics deli horn item mds foods inc,MDS Foods Inc,2/4/17,Sample of product collected by the State Department of Agriculture tested positive for Listeria Monocytogenes,fda,Class I,"[FL, GA, IL, IN, KS, KY, MA, MI, MO, OH, PA, SC, TN, TX, UT]",,4/8/26
62,713733340588,colby jack cheese packaged as follows a m markets of r mds foods inc,MDS Foods Inc,2/4/17,Sample of product collected by the State Department of Agriculture tested positive for Listeria Monocytogenes,fda,Class I,"[FL, GA, IL, IN, KS, KY, MA, MI, MO, OH, PA, SC, TN, TX, UT]",,4/8/26
63,751055315751,jalapeno jack cheese packaged as follows a amish classics jalapeno jack mini horn item mds foods inc,MDS Foods Inc,2/4/17,Sample of product collected by the State Department of Agriculture tested positive for Listeria Monocytogenes,fda,Class I,"[FL, GA, IL, IN, KS, KY, MA, MI, MO, OH, PA, SC, TN, TX, UT]",,4/8/26
64,751055415828,jalapeno jack cheese packaged as follows a amish classics jalapeno jack mini horn item mds foods inc,MDS Foods Inc,2/4/17,Sample of product collected by the State Department of Agriculture tested positive for Listeria Monocytogenes,fda,Class I,"[FL, GA, IL, IN, KS, KY, MA, MI, MO, OH, PA, SC, TN, TX, UT]",,4/8/26
65,751079018286,jalapeno jack cheese packaged as follows a amish classics jalapeno jack mini horn item mds foods inc,MDS Foods Inc,2/4/17,Sample of product collected by the State Department of Agriculture tested positive for Listeria Monocytogenes,fda,Class I,"[FL, GA, IL, IN, KS, KY, MA, MI, MO, OH, PA, SC, TN, TX, UT]",,4/8/26
66,751879018286,colby jack cheese packaged as follows a m markets of r mds foods inc,MDS Foods Inc,2/4/17,Sample of product collected by the State Department of Agriculture tested positive for Listeria Monocytogenes,fda,Class I,"[FL, GA, IL, IN, KS, KY, MA, MI, MO, OH, PA, SC, TN, TX, UT]",,4/8/26
67,752854528286,cheddar cheese packaged as a amish classics cheddar mild color item mds foods inc,MDS Foods Inc,2/4/17,Potential cross contamination from a of product collected by the State Department of Agriculture which tested positive for Listeria Monocytogenes,fda,Class I,"[FL, GA, IL, IN, KS, KY, MA, MI, MO, OH, PA, SC, TN, TX, UT]",,4/8/26
68,752874715828,cheddar cheese packaged as a amish classics cheddar mild color item mds foods inc,MDS Foods Inc,2/4/17,Potential cross contamination from a of product collected by the State Department of Agriculture which tested positive for Listeria Monocytogenes,fda,Class I,"[FL, GA, IL, IN, KS, KY, MA, MI, MO, OH, PA, SC, TN, TX, UT]",,4/8/26
69,756155215828,muenster cheese packaged as a amish classics muenster rw end chunks item mds foods inc,MDS Foods Inc,2/4/17,Potential cross contamination from a of product collected by the State Department of Agriculture which tested positive for Listeria Monocytogenes,fda,Class I,"[FL, GA, IL, IN, KS, KY, MA, MI, MO, OH, PA, SC, TN, TX, UT]",,4/8/26
70,828653035541,monterey jack cheese packaged as a amish classics deli made ez monterey jack st pk mds foods inc,MDS Foods Inc,2/4/17,Potential cross contamination from a of product collected by the State Department of Agriculture which tested positive for Listeria Monocytogenes,fda,Class I,"[FL, GA, IL, IN, KS, KY, MA, MI, MO, OH, PA, SC, TN, TX, UT]",,4/8/26
71,828653102458,jalapeno jack cheese packaged as follows a amish classics jalapeno jack mini horn item mds foods inc,MDS Foods Inc,2/4/17,Sample of product collected by the State Department of Agriculture tested positive for Listeria Monocytogenes,fda,Class I,"[FL, GA, IL, IN, KS, KY, MA, MI, MO, OH, PA, SC, TN, TX, UT]",,4/8/26
72,828653102458,jalapeno colby jack cheese packaged as a amish classics jalapeno colby jack ew fullmoon item mds foods inc,MDS Foods Inc,2/4/17,Sample of product collected by the State Department of Agriculture tested positive for Listeria Monocytogenes,fda,Class I,"[FL, GA, IL, IN, KS, KY, MA, MI, MO, OH, PA, SC, TN, TX, UT]",,4/8/26
73,828653105541,jalapeno jack cheese packaged as follows a amish classics jalapeno jack mini horn item mds foods inc,MDS Foods Inc,2/4/17,Sample of product collected by the State Department of Agriculture tested positive for Listeria Monocytogenes,fda,Class I,"[FL, GA, IL, IN, KS, KY, MA, MI, MO, OH, PA, SC, TN, TX, UT]",,4/8/26
74,828653105558,mozzarella cheese packaged as a deli made ez mozzarella st pk mds foods inc,MDS Foods Inc,2/4/17,Potential cross contamination from a of product collected by the State Department of Agriculture which tested positive for Listeria Monocytogenes,fda,Class I,"[FL, GA, IL, IN, KS, KY, MA, MI, MO, OH, PA, SC, TN, TX, UT]",,4/8/26
75,828653105558,jalapeno jack cheese packaged as follows a amish classics jalapeno jack mini horn item mds foods inc,MDS Foods Inc,2/4/17,Sample of product collected by the State Department of Agriculture tested positive for Listeria Monocytogenes,fda,Class I,"[FL, GA, IL, IN, KS, KY, MA, MI, MO, OH, PA, SC, TN, TX, UT]",,4/8/26
76,828653105558,colby cheese packaged as follows a amish classics deli horn item mds foods inc,MDS Foods Inc,2/4/17,Sample of product collected by the State Department of Agriculture tested positive for Listeria Monocytogenes,fda,Class I,"[FL, GA, IL, IN, KS, KY, MA, MI, MO, OH, PA, SC, TN, TX, UT]",,4/8/26
77,828653107903,jalapeno jack cheese packaged as follows a amish classics jalapeno jack mini horn item mds foods inc,MDS Foods Inc,2/4/17,Sample of product collected by the State Department of Agriculture tested positive for Listeria Monocytogenes,fda,Class I,"[FL, GA, IL, IN, KS, KY, MA, MI, MO, OH, PA, SC, TN, TX, UT]",,4/8/26
78,828653108122,jalapeno jack cheese packaged as follows a amish classics jalapeno jack mini horn item mds foods inc,MDS Foods Inc,2/4/17,Sample of product collected by the State Department of Agriculture tested positive for Listeria Monocytogenes,fda,Class I,"[FL, GA, IL, IN, KS, KY, MA, MI, MO, OH, PA, SC, TN, TX, UT]",,4/8/26
79,828653187905,colby jack cheese packaged as follows a m markets of r mds foods inc,MDS Foods Inc,2/4/17,Sample of product collected by the State Department of Agriculture tested positive for Listeria Monocytogenes,fda,Class I,"[FL, GA, IL, IN, KS, KY, MA, MI, MO, OH, PA, SC, TN, TX, UT]",,4/8/26
80,828653265559,hot pepper cheese packaged as a amish classics hot pepper rw square item mds foods inc,MDS Foods Inc,2/4/17,Potential cross contamination from a sample of product collected by the State Department of Agriculture which tested positive for Listeria Monocytogenes,fda,Class I,"[FL, GA, IL, IN, KS, KY, MA, MI, MO, OH, PA, SC, TN, TX, UT]",,4/8/26
81,828653285458,cheddar cheese packaged as a amish classics cheddar mild color item mds foods inc,MDS Foods Inc,2/4/17,Potential cross contamination from a of product collected by the State Department of Agriculture which tested positive for Listeria Monocytogenes,fda,Class I,"[FL, GA, IL, IN, KS, KY, MA, MI, MO, OH, PA, SC, TN, TX, UT]",,4/8/26
82,828653285557,cheddar cheese packaged as a amish classics cheddar mild color item mds foods inc,MDS Foods Inc,2/4/17,Potential cross contamination from a of product collected by the State Department of Agriculture which tested positive for Listeria Monocytogenes,fda,Class I,"[FL, GA, IL, IN, KS, KY, MA, MI, MO, OH, PA, SC, TN, TX, UT]",,4/8/26
83,828653287476,cheddar cheese packaged as a amish classics cheddar mild color item mds foods inc,MDS Foods Inc,2/4/17,Potential cross contamination from a of product collected by the State Department of Agriculture which tested positive for Listeria Monocytogenes,fda,Class I,"[FL, GA, IL, IN, KS, KY, MA, MI, MO, OH, PA, SC, TN, TX, UT]",,4/8/26
84,828653287698,cheddar cheese packaged as a amish classics cheddar mild color item mds foods inc,MDS Foods Inc,2/4/17,Potential cross contamination from a of product collected by the State Department of Agriculture which tested positive for Listeria Monocytogenes,fda,Class I,"[FL, GA, IL, IN, KS, KY, MA, MI, MO, OH, PA, SC, TN, TX, UT]",,4/8/26
85,828653288126,cheddar cheese packaged as a amish classics cheddar mild color item mds foods inc,MDS Foods Inc,2/4/17,Potential cross contamination from a of product collected by the State Department of Agriculture which tested positive for Listeria Monocytogenes,fda,Class I,"[FL, GA, IL, IN, KS, KY, MA, MI, MO, OH, PA, SC, TN, TX, UT]",,4/8/26
86,828653552413,colby cheese packaged as follows a amish classics deli horn item mds foods inc,MDS Foods Inc,2/4/17,Sample of product collected by the State Department of Agriculture tested positive for Listeria Monocytogenes,fda,Class I,"[FL, GA, IL, IN, KS, KY, MA, MI, MO, OH, PA, SC, TN, TX, UT]",,4/8/26
87,828653552451,colby cheese packaged as follows a amish classics deli horn item mds foods inc,MDS Foods Inc,2/4/17,Sample of product collected by the State Department of Agriculture tested positive for Listeria Monocytogenes,fda,Class I,"[FL, GA, IL, IN, KS, KY, MA, MI, MO, OH, PA, SC, TN, TX, UT]",,4/8/26
88,828653555544,colby cheese packaged as follows a amish classics deli horn item mds foods inc,MDS Foods Inc,2/4/17,Sample of product collected by the State Department of Agriculture tested positive for Listeria Monocytogenes,fda,Class I,"[FL, GA, IL, IN, KS, KY, MA, MI, MO, OH, PA, SC, TN, TX, UT]",,4/8/26
89,828653585558,provolone cheese packaged as a santino deli made ez provolone st pck mds foods inc,MDS Foods Inc,2/4/17,Potential cross contamination from a of product collected by the State Department of Agriculture which tested positive for Listeria Monocytogenes,fda,Class I,"[FL, GA, IL, IN, KS, KY, MA, MI, MO, OH, PA, SC, TN, TX, UT]",,4/8/26
90,828653587476,provolone cheese packaged as a santino deli made ez provolone st pck mds foods inc,MDS Foods Inc,2/4/17,Potential cross contamination from a of product collected by the State Department of Agriculture which tested positive for Listeria Monocytogenes,fda,Class I,"[FL, GA, IL, IN, KS, KY, MA, MI, MO, MC, OH, PA, SC, TN, TX, UT]",,4/8/26
91,828653587743,provolone cheese packaged as a santino deli made ez provolone st pck mds foods inc,MDS Foods Inc,2/4/17,Potential cross contamination from a of product collected by the State Department of Agriculture which tested positive for Listeria Monocytogenes,fda,Class I,"[FL, GA, IL, IN, KS, KY, MA, MI, MO, OH, PA, SC, TN, TX, UT]",,4/8/26
92,828653615521,muenster cheese packaged as a amish classics muenster rw end chunks item mds foods inc,MDS Foods Inc,2/4/17,Potential cross contamination from a of product collected by the State Department of Agriculture which tested positive for Listeria Monocytogenes,fda,Class I,"[FL, GA, IL, IN, KS, KY, MA, MI, MO, OH, PA, SC, TN, TX, UT]",,4/8/26
93,828653652458,grand butterkase cheese packaged as a amish classics grand butterkase item mds foods inc,MDS Foods Inc,2/4/17,Sample of product collected by the State Department of Agriculture tested positive for Listeria Monocytogenes,fda,Class I,"[FL, GA, IL, IN, KS, KY, MA, MI, MO, OH, PA, SC, TN, TX, UT]",,4/8/26
94,828654652090,grand butterkase cheese packaged as a amish classics grand butterkase item mds foods inc,MDS Foods Inc,2/4/17,Sample of product collected by the State Department of Agriculture tested positive for Listeria Monocytogenes,fda,Class I,"[FL, GA, IL, IN, KS, KY, MA, MI, MO, OH, PA, SC, TN, TX, UT]",,4/8/26
95,828828653585,provolone cheese packaged as a santino deli made ez provolone st pck mds foods inc,MDS Foods Inc,2/4/17,Potential cross contamination from a of product collected by the State Department of Agriculture which tested positive for Listeria Monocytogenes,fda,Class I,"[FL, GA, IL, IN, KS, KY, MA, MI, MO, MC, OH, PA, SC, TN, TX, UT]",,4/8/26
96,858653262442,hot pepper cheese packaged as a amish classics hot pepper rw square item mds foods inc,MDS Foods Inc,2/4/17,Potential cross contamination from a sample of product collected by the State Department of Agriculture which tested positive for Listeria Monocytogenes,fda,Class I,"[FL, GA, IL, IN, KS, KY, MA, MI, MO, OH, PA, SC, TN, TX, UT]",,4/8/26
97,886926375735,muenster cheese packaged as a amish classics muenster rw end chunks item mds foods inc,MDS Foods Inc,2/4/17,Potential cross contamination from a of product collected by the State Department of Agriculture which tested positive for Listeria Monocytogenes,fda,Class I,"[FL, GA, IL, IN, KS, KY, MA, MI, MO, OH, PA, SC, TN, TX, UT]",,4/8/26
