id,upc,product_name,brand_name,recall_date,reason,source,severity,distribution_pattern,plain_language_summary,created_at
228,649241898764,isomorph 28 pure whey isolate chocolate milkshake dietary supplement 2lb upc 6 49241 89876 4 5lb upc 6 49241 87830 8 jugs manufactured by aps distribution inc 6015 b unity drive norcross ga 30071 hi tech pharmaceuticals,Hi Tech Pharmaceuticals,4/3/21,"During an inspection by the FDA the firm was notified by FDA that the product contains undeclared milk, wheat  & soy.",fda,Class I,"[AL, AR, AZ, CA, CO, CT, DE, FL, GA, HI, IA, IL, IN, KY, LA, MA, MD, ME, MI, MO, MS, MT, NC, ND, NE, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, WA, WI, WV, WY]",,4/8/26
229,649241898865,isomorph 28 pure whey isolate vanilla milkshake dietary supplement 2lb upc 6 49241 89886 5 5lb upc 6 49241 87836 0 jugs manufactured by aps distribution inc 6015 b unity drive norcross ga 30071 hi tech pharmaceuticals,Hi Tech Pharmaceuticals,4/3/21,"During an inspection by the FDA the firm was notified by FDA that the product contains undeclared milk, wheat  & soy.",fda,Class I,"[AL, AR, AZ, CA, CO, CT, DE, FL, GA, HI, IA, IL, IN, KY, LA, MA, MD, ME, MI, MO, MS, MT, NC, ND, NE, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, WA, WI, WV, WY]",,4/8/26
230,811836022230,isomorph 28 pure whey isolate chocolate fudge pop dietary supplement 2lb jugs manufactured by aps distribution inc 6015 b unity drive norcross ga 30071 upc 8 11836 02223 0 hi tech pharmaceuticals,Hi Tech Pharmaceuticals,4/3/21,"During an inspection by the FDA the firm was notified by FDA that the product contains undeclared milk, wheat  & soy.",fda,Class I,"[AL, AR, AZ, CA, CO, CT, DE, FL, GA, HI, IA, IL, IN, KY, LA, MA, MD, ME, MI, MO, MS, MT, NC, ND, NE, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, WA, WI, WV, WY]",,4/8/26
231,811836022513,isomorph 28 pure whey isolate neopolitan ice cream dietary supplement 2lb upc 8 11836 02251 3 5lb upc 8 11836 02252 0 jugs manufactured by aps distribution inc 6015 b unity drive norcross ga 30071 hi tech pharmaceuticals,Hi Tech Pharmaceuticals,4/3/21,"During an inspection by the FDA the firm was notified by FDA that the product contains undeclared milk, wheat  & soy.",fda,Class I,"[AL, AR, AZ, CA, CO, CT, DE, FL, GA, HI, IA, IL, IN, KY, LA, MA, MD, ME, MI, MO, MS, MT, NC, ND, NE, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, WA, WI, WV, WY]",,4/8/26
232,811836022520,isomorph 28 pure whey isolate neopolitan ice cream dietary supplement 2lb upc 8 11836 02251 3 5lb upc 8 11836 02252 0 jugs manufactured by aps distribution inc 6015 b unity drive norcross ga 30071 hi tech pharmaceuticals,Hi Tech Pharmaceuticals,4/3/21,"During an inspection by the FDA the firm was notified by FDA that the product contains undeclared milk, wheat  & soy.",fda,Class I,"[AL, AR, AZ, CA, CO, CT, DE, FL, GA, HI, IA, IL, IN, KY, LA, MA, MD, ME, MI, MO, MS, MT, NC, ND, NE, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, WA, WI, WV, WY]",,4/8/26
233,811836023022,isomorph 28 pure whey isolate honey granola dietary supplement 2lb upc 8 11836 02303 9 5lb upc 8 11836 02302 2 jugs manufactured by aps distribution inc 6015 b unity drive norcross ga 30071 hi tech pharmaceuticals,Hi Tech Pharmaceuticals,4/3/21,"During an inspection by the FDA the firm was notified by FDA that the product contains undeclared milk, wheat  & soy.",fda,Class I,"[AL, AR, AZ, CA, CO, CT, DE, FL, GA, HI, IA, IL, IN, KY, LA, MA, MD, ME, MI, MO, MS, MT, NC, ND, NE, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, WA, WI, WV, WY]",,4/8/26
234,811836023039,isomorph 28 pure whey isolate honey granola dietary supplement 2lb upc 8 11836 02303 9 5lb upc 8 11836 02302 2 jugs manufactured by aps distribution inc 6015 b unity drive norcross ga 30071 hi tech pharmaceuticals,Hi Tech Pharmaceuticals,4/3/21,"During an inspection by the FDA the firm was notified by FDA that the product contains undeclared milk, wheat  & soy.",fda,Class I,"[AL, AR, AZ, CA, CO, CT, DE, FL, GA, HI, IA, IL, IN, KY, LA, MA, MD, ME, MI, MO, MS, MT, NC, ND, NE, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, WA, WI, WV, WY]",,4/8/26
235,811836023411,hi tech pharmaceuticals precision protein cookies cream hi tech pharmaceuticals,Hi Tech Pharmaceuticals,4/3/21,"During an inspection by the FDA the firm was notified by FDA that the product contains contains wheat but the label states it is ""Gluten Free"".",fda,Class I,"[AL, AR, AZ, CA, CO, CT, DE, FL, GA, HI, IA, IL, IN, KY, LA, MA, MD, ME, MI, MO, MS, MT, NC, ND, NE, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, WA, WI, WV, WY]",,4/8/26
236,811836023497,hi tech pharmaceuticals precision protein cookies cream hi tech pharmaceuticals,Hi Tech Pharmaceuticals,4/3/21,"During an inspection by the FDA the firm was notified by FDA that the product contains contains wheat but the label states it is ""Gluten Free"".",fda,Class I,"[AL, AR, AZ, CA, CO, CT, DE, FL, GA, HI, IA, IL, IN, KY, LA, MA, MD, ME, MI, MO, MS, MT, NC, ND, NE, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, WA, WI, WV, WY]",,4/8/26
237,819500010101,ifn iforce nutrition mass gainz protein matrix brown sugar maple oatmeal cookie hi tech pharmaceuticals,Hi Tech Pharmaceuticals,4/3/21,"During an inspection by the FDA the firm was notified by FDA that the product contains undeclared egg, milk, wheat  & soy.",fda,Class I,"[AL, AR, AZ, CA, CO, CT, DE, FL, GA, HI, IA, IL, IN, KY, LA, MA, MD, ME, MI, MO, MS, MT, NC, ND, NE, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, WA, WI, WV, WY]",,4/8/26
238,,bake n show muffin tray genpak,Genpak,4/19/21,The firm was notified via a customer complaint that they found foreign objects in the packaging of the product.,fda,Class II,"[AL, AZ, CA, CO, CT, FL, GA, IL, KY, LA, MA, MD, MI, MN, MO, NC, NJ, OH, OR, PA, TX, UT, WA, WI]",,4/8/26
239,,bake n show oven ready food tray genpak,Genpak,4/19/21,The firm was notified via a customer complaint that they found foreign objects in the packaging of the product.,fda,Class II,"[AL, AZ, CA, CO, CT, FL, GA, IL, KY, LA, MA, MD, MI, MN, MO, NC, NJ, OH, OR, PA, TX, UT, WA, WI]",,4/8/26
240,,bake n show pizza cookie tray genpak,Genpak,4/19/21,The firm was notified via a customer complaint that they found foreign objects in the packaging of the product.,fda,Class II,"[AL, AZ, CA, CO, CT, FL, GA, IL, KY, LA, MA, MD, MI, MN, MO, NC, NJ, OH, OR, PA, TX, UT, WA, WI]",,4/8/26
241,,bake n show cake tray round bake n show cake tray square genpak,Genpak,4/19/21,The firm was notified via a customer complaint that they found foreign objects in the packaging of the product.,fda,Class II,"[AL, AZ, CA, CO, CT, FL, GA, IL, KY, LA, MA, MD, MI, MN, MO, NC, NJ, OH, OR, PA, TX, UT, WA, WI]",,4/8/26
242,,bake n show angel food tray genpak,Genpak,4/19/21,The firm was notified via a customer complaint that they found foreign objects in the packaging of the product.,fda,Class II,"[AL, AZ, CA, CO, CT, FL, GA, IL, KY, LA, MA, MD, MI, MN, MO, NC, NJ, OH, OR, PA, TX, UT, WA, WI]",,4/8/26
243,857084000569,lipodrene with 25mg ephedra extract 100ct upc 8 57084 00056 9 hi tech pharmaceuticals,Hi Tech Pharmaceuticals,5/12/21,"The firm was notified by the FDA that the product contains the unapproved food additive 1,4-dimethylamylamine (DMAA).",fda,Class II,"[AL, AZ, CA, CO, CT, FL, GA, IA, ID, IL, IN, KS, LA, MA, MD, ME, MI, MO, MS, MT, NC, NE, NJ, NM, NV, NY, OH, OK, OR, PA, PR, TN, TX, UT, VA, VT, WA, WI]",,4/8/26
244,,molly me pecans all natural praline pecans molly and me pecans,Molly and Me Pecans,8/4/21,The firm was notified during an inspection by the State that the product contains undeclared soy.,fda,Class II,"[AL, AR, AZ, CA, CO, FL, GA, IL, IN, KS, KY, MA, MD, MI, MN, NC, NE, NJ, NV, NY, OH, PA, SC, TN, TX, VA, VT, WV]",,4/8/26
245,653467388640,renata plant based suprema pizza frozen vacuum packaged in plastic bags mi piace llc,Mi Piace LLC,10/29/21,Undeclared soy allergen in frozen pizza,fda,Class III,"[OR, WA]",,4/8/26
246,72250005395,nature s own honey wheat bread flowers foods (corporate offices),Flowers Foods (Corporate Offices),12/17/21,Undeclared milk,fda,Class I,"[AZ, CA, CO, NM, NV, WY]",,4/8/26
247,72250037068,nature s own honey wheat bread flowers foods (corporate offices),Flowers Foods (Corporate Offices),12/17/21,Undeclared milk,fda,Class I,"[AZ, CA, CO, NM, NV, WY]",,4/8/26
248,71828002118,beaver brand tartar sauce with fresh capers and dill beaverton foods inc,Beaverton Foods Inc,12/21/21,Undeclared soy in Tartar sauce.  Ingredients statement declares soybean oil.,fda,Class III,"[OR, SC]",,4/8/26
249,71828011141,inglehoffer seafood tartar sauce with lemon capers beaverton foods inc,Beaverton Foods Inc,12/21/21,Undeclared soy in Tartar sauce.  Ingredients statement declares soybean oil.,fda,Class III,"[OR, SC]",,4/8/26
250,676670001076,delizza belgian mini cream puffs whipped filling made with fresh cream poppies international inc,Poppies International INC,12/23/21,The firm found small pieces of metal in the bakery palm oil silo which were not able to be detected every pass through the metal detector.,fda,Class II,"[CA, NY, PA, WA]",,4/8/26
251,676670004022,delizza belgian mini chocolate cream puffs poppies international inc,Poppies International INC,12/23/21,The firm found small pieces of metal in the bakery palm oil silo which were not able to be detected every pass through the metal detector.,fda,Class II,"[CA, NY, PA, WA]",,4/8/26
252,676670008006,delizza belgian mini cream puffs whipped filling made with fresh cream poppies international inc,Poppies International INC,12/23/21,The firm found small pieces of metal in the bakery palm oil silo which were not able to be detected every pass through the metal detector.,fda,Class II,"[CA, NY, PA, WA]",,4/8/26
253,725439995979,taste of inspirations creme puffs whipped cream filled pastry poppies international inc,Poppies International INC,12/23/21,The firm found small pieces of metal in the bakery palm oil silo which were not able to be detected every pass through the metal detector.,fda,Class II,"[CA, NY, PA, WA]",,4/8/26
254,66179974816,saladitos with chili a & e corrales llc,A & E Corrales LLC,2/3/22,Elevated levels of lead,fda,Class II,[],,4/8/26
255,7007412225,abbott alimentum abbott similac alimentum abbott similac alimentum hmo abbott alimentum similac abbott similac gold alimentum hmo abbott laboratories,Abbott Laboratories,2/17/22,Consumer complaints related to Cronobacter sakazakii or Salmonella Newport in infants and evidence of Cronobacter sakazakii in the manufacturing facility where the product had been produced,fda,Class I,[USA],,4/8/26
256,55325000624,abbott similac alimentum allergies colic hypoallergenic infant formula abbott laboratories,Abbott Laboratories,2/17/22,Consumer complaints related to Cronobacter sakazakii or Salmonella Newport in infants and evidence of Cronobacter sakazakii in the manufacturing facility where the product had been produced,fda,Class I,[USA],,4/8/26
257,55325000808,abbott similac advance step abbott laboratories,Abbott Laboratories,2/17/22,Consumer complaints related to Cronobacter sakazakii or Salmonella Newport in infants and evidence of Cronobacter sakazakii in the manufacturing facility where the product had been produced,fda,Class I,[USA],,4/8/26
258,55325001218,abbott similac sensitive lactose sensitivity abbott laboratories,Abbott Laboratories,2/17/22,Consumer complaints related to Cronobacter sakazakii or Salmonella Newport in infants and evidence of Cronobacter sakazakii in the manufacturing facility where the product had been produced,fda,Class I,[USA],,4/8/26
259,55325002499,abbott similac pro advance abbott laboratories,Abbott Laboratories,2/17/22,Consumer complaints related to Cronobacter sakazakii or Salmonella Newport in infants and evidence of Cronobacter sakazakii in the manufacturing facility where the product had been produced,fda,Class I,[USA],,4/8/26
260,55325002567,abbott similac pro advance abbott laboratories,Abbott Laboratories,2/17/22,Consumer complaints related to Cronobacter sakazakii or Salmonella Newport in infants and evidence of Cronobacter sakazakii in the manufacturing facility where the product had been produced,fda,Class I,[USA],,4/8/26
261,55325626602,abbott similac total comfort abbott laboratories,Abbott Laboratories,2/17/22,Consumer complaints related to Cronobacter sakazakii or Salmonella Newport in infants and evidence of Cronobacter sakazakii in the manufacturing facility where the product had been produced,fda,Class I,[USA],,4/8/26
262,70074104591,abbott elecare infant formula unflavoured abbott laboratories,Abbott Laboratories,2/17/22,Consumer complaints related to Cronobacter sakazakii or Salmonella Newport in infants and evidence of Cronobacter sakazakii in the manufacturing facility where the product had been produced,fda,Class I,[USA],,4/8/26
263,70074110431,abbott similac alimentum eye q plus abbott laboratories,Abbott Laboratories,2/17/22,Consumer complaints related to Cronobacter sakazakii or Salmonella Newport in infants and evidence of Cronobacter sakazakii in the manufacturing facility where the product had been produced,fda,Class I,[USA],,4/8/26
264,70074119953,abbott similac total comfort abbott laboratories,Abbott Laboratories,2/17/22,Consumer complaints related to Cronobacter sakazakii or Salmonella Newport in infants and evidence of Cronobacter sakazakii in the manufacturing facility where the product had been produced,fda,Class I,[USA],,4/8/26
265,70074124476,abbott similac alimentum with abbott laboratories,Abbott Laboratories,2/17/22,Consumer complaints related to Cronobacter sakazakii or Salmonella Newport in infants and evidence of Cronobacter sakazakii in the manufacturing facility where the product had been produced,fda,Class I,[USA],,4/8/26
266,70074508184,abbott similac sensitive infant formula with iron abbott laboratories,Abbott Laboratories,2/17/22,Consumer complaints related to Cronobacter sakazakii or Salmonella Newport in infants and evidence of Cronobacter sakazakii in the manufacturing facility where the product had been produced,fda,Class I,[USA],,4/8/26
267,70074509600,abbott similac for spit up infant formula with iron abbott laboratories,Abbott Laboratories,2/17/22,Consumer complaints related to Cronobacter sakazakii or Salmonella Newport in infants and evidence of Cronobacter sakazakii in the manufacturing facility where the product had been produced,fda,Class I,[USA],,4/8/26
268,70074533605,abbott similac advance infant formula with iron abbott laboratories,Abbott Laboratories,2/17/22,Consumer complaints related to Cronobacter sakazakii or Salmonella Newport in infants and evidence of Cronobacter sakazakii in the manufacturing facility where the product had been produced,fda,Class I,[USA],,4/8/26
269,70074535111,abbott elecare amino acid based powder infant formula with iron abbott laboratories,Abbott Laboratories,2/17/22,Consumer complaints related to Cronobacter sakazakii or Salmonella Newport in infants and evidence of Cronobacter sakazakii in the manufacturing facility where the product had been produced,fda,Class I,[USA],,4/8/26
270,70074537306,abbott similac for spit up infant formula with iron abbott laboratories,Abbott Laboratories,2/17/22,Consumer complaints related to Cronobacter sakazakii or Salmonella Newport in infants and evidence of Cronobacter sakazakii in the manufacturing facility where the product had been produced,fda,Class I,[USA],,4/8/26
271,70074552545,abbott elecare jr amino acid based nutrition powder unflavored abbott laboratories,Abbott Laboratories,2/17/22,Consumer complaints related to Cronobacter sakazakii or Salmonella Newport in infants and evidence of Cronobacter sakazakii in the manufacturing facility where the product had been produced,fda,Class I,[],,4/8/26
272,70074565866,abbott elecare junior vanilla abbott laboratories,Abbott Laboratories,2/17/22,Consumer complaints related to Cronobacter sakazakii or Salmonella Newport in infants and evidence of Cronobacter sakazakii in the manufacturing facility where the product had been produced,fda,Class I,[USA],,4/8/26
273,70074608501,abbott similac pm abbott laboratories,Abbott Laboratories,2/17/22,Consumer complaints related to Cronobacter sakazakii or Salmonella Newport in infants and evidence of Cronobacter sakazakii in the manufacturing facility where the product had been produced,fda,Class I,[USA],,4/8/26
274,70074626000,abbott similac total comfort infant formula with iron abbott laboratories,Abbott Laboratories,2/17/22,Consumer complaints related to Cronobacter sakazakii or Salmonella Newport in infants and evidence of Cronobacter sakazakii in the manufacturing facility where the product had been produced,fda,Class I,[USA],,4/8/26
275,70074629506,abbott similac for supplementation abbott laboratories,Abbott Laboratories,2/17/22,Consumer complaints related to Cronobacter sakazakii or Salmonella Newport in infants and evidence of Cronobacter sakazakii in the manufacturing facility where the product had been produced,fda,Class I,[USA],,4/8/26
276,70074647128,abbott similac alimentum infant formula with iron abbott laboratories,Abbott Laboratories,2/17/22,Consumer complaints related to Cronobacter sakazakii or Salmonella Newport in infants and evidence of Cronobacter sakazakii in the manufacturing facility where the product had been produced,fda,Class I,[USA],,4/8/26
277,70074660806,abbott similac pro advance infant formula with iron abbott laboratories,Abbott Laboratories,2/17/22,Consumer complaints related to Cronobacter sakazakii or Salmonella Newport in infants and evidence of Cronobacter sakazakii in the manufacturing facility where the product had been produced,fda,Class I,[USA],,4/8/26
278,70074660820,abbott similac pro sensitive infant formula with iron abbott laboratories,Abbott Laboratories,2/17/22,Consumer complaints related to Cronobacter sakazakii or Salmonella Newport in infants and evidence of Cronobacter sakazakii in the manufacturing facility where the product had been produced,fda,Class I,[USA],,4/8/26
279,70074662718,abbott elecare jr amino acid based nutrition powder chocolate abbott laboratories,Abbott Laboratories,2/17/22,Consumer complaints related to Cronobacter sakazakii or Salmonella Newport in infants and evidence of Cronobacter sakazakii in the manufacturing facility where the product had been produced,fda,Class I,[USA],,4/8/26
280,70074662763,abbott elecare jr amino acid based nutrition powder banana abbott laboratories,Abbott Laboratories,2/17/22,Consumer complaints related to Cronobacter sakazakii or Salmonella Newport in infants and evidence of Cronobacter sakazakii in the manufacturing facility where the product had been produced,fda,Class I,[USA],,4/8/26
281,70074667997,abbott similac pro total comfort infant formula with iron abbott laboratories,Abbott Laboratories,2/17/22,Consumer complaints related to Cronobacter sakazakii or Salmonella Newport in infants and evidence of Cronobacter sakazakii in the manufacturing facility where the product had been produced,fda,Class I,[USA],,4/8/26
282,70074677545,abbott similac organic with a abbott laboratories,Abbott Laboratories,2/17/22,Consumer complaints related to Cronobacter sakazakii or Salmonella Newport in infants and evidence of Cronobacter sakazakii in the manufacturing facility where the product had been produced,fda,Class I,[USA],,4/8/26
283,70074677576,abbott similac organic with a abbott laboratories,Abbott Laboratories,2/17/22,Consumer complaints related to Cronobacter sakazakii or Salmonella Newport in infants and evidence of Cronobacter sakazakii in the manufacturing facility where the product had been produced,fda,Class I,[USA],,4/8/26
284,70074679280,abbott similac for spit up infant formula with iron abbott laboratories,Abbott Laboratories,2/17/22,Consumer complaints related to Cronobacter sakazakii or Salmonella Newport in infants and evidence of Cronobacter sakazakii in the manufacturing facility where the product had been produced,fda,Class I,[USA],,4/8/26
285,70074680156,abbott similac organic abbott laboratories,Abbott Laboratories,2/17/22,Consumer complaints related to Cronobacter sakazakii or Salmonella Newport in infants and evidence of Cronobacter sakazakii in the manufacturing facility where the product had been produced,fda,Class I,[USA],,4/8/26
286,70074680644,abbott similac 360 total care infant formula with iron 20 6oz and 30 3oz palstic jar 4 jars per case 7oz can 6 cans per case item numbers 68063 68065 68109 retail upcs 070074680644 070074680668 070074681108 abbott laboratories,Abbott Laboratories,2/17/22,Consumer complaints related to Cronobacter sakazakii or Salmonella Newport in infants and evidence of Cronobacter sakazakii in the manufacturing facility where the product had been produced,fda,Class I,[USA],,4/8/26
287,70074680712,abbott similac 360 total care sensitive infant formula with iron 7oz can 6 cans per case 20 1oz and 29 5oz plastic jar 4 jars per case item numbers 68070 68072 68118 retail upcs 070074680712 070074680736 070074681191 abbott laboratories,Abbott Laboratories,2/17/22,Consumer complaints related to Cronobacter sakazakii or Salmonella Newport in infants and evidence of Cronobacter sakazakii in the manufacturing facility where the product had been produced,fda,Class I,[USA],,4/8/26
288,70074680835,abbott similac sensitive abbott laboratories,Abbott Laboratories,2/17/22,Consumer complaints related to Cronobacter sakazakii or Salmonella Newport in infants and evidence of Cronobacter sakazakii in the manufacturing facility where the product had been produced,fda,Class I,[USA],,4/8/26
289,70074683997,abbott similac alimentum toddler drink abbott laboratories,Abbott Laboratories,2/17/22,Consumer complaints related to Cronobacter sakazakii or Salmonella Newport in infants and evidence of Cronobacter sakazakii in the manufacturing facility where the product had been produced,fda,Class I,[USA],,4/8/26
290,177031860314,abbott elecare elecare lcp hypoallergenic similac elecare abbott laboratories,Abbott Laboratories,2/17/22,Consumer complaints related to Cronobacter sakazakii or Salmonella Newport in infants and evidence of Cronobacter sakazakii in the manufacturing facility where the product had been produced,fda,Class I,[USA],,4/8/26
291,700745459980,abbott similac human milk fortifier abbott laboratories,Abbott Laboratories,2/17/22,Consumer complaints related to Cronobacter sakazakii or Salmonella Newport in infants and evidence of Cronobacter sakazakii in the manufacturing facility where the product had been produced,fda,Class I,[],,4/8/26
292,869954899486,abbott similac alimentum abbott laboratories,Abbott Laboratories,2/17/22,Consumer complaints related to Cronobacter sakazakii or Salmonella Newport in infants and evidence of Cronobacter sakazakii in the manufacturing facility where the product had been produced,fda,Class I,[USA],,4/8/26
293,869954899521,abbott similac elecare hmo abbott similac elecare abbott elecare similac gold abbott elecare similac abbott laboratories,Abbott Laboratories,2/17/22,Consumer complaints related to Cronobacter sakazakii or Salmonella Newport in infants and evidence of Cronobacter sakazakii in the manufacturing facility where the product had been produced,fda,Class I,[USA],,4/8/26
294,,abbott infant formula powder abbott laboratories,Abbott Laboratories,2/17/22,Consumer complaints related to Cronobacter sakazakii or Salmonella Newport in infants and evidence of Cronobacter sakazakii in the manufacturing facility where the product had been produced,fda,Class I,[USA],,4/8/26
295,,"elegant foods lemon macaron case of elegant foods, llc","Elegant Foods, LLC",3/23/22,"Macarons do not declare the following colors:  FD&C Blue #1, Blue #2, Red #3, Yellow #5, Yellow #6, Red #40.",fda,Class II,[WI],,4/8/26
296,,"elegant foods macaron variety a case of elegant foods, llc","Elegant Foods, LLC",3/23/22,"Macarons do not declare the following colors:  FD&C Blue #1, Blue #2, Red #3, Yellow #5, Yellow #6, Red #40.",fda,Class II,[WI],,4/8/26
297,,"elegant foods passion fruit mango macaron case of elegant foods, llc","Elegant Foods, LLC",3/23/22,"Macarons do not declare the following colors:  FD&C Blue #1, Blue #2, Red #3, Yellow #5, Yellow #6, Red #40.",fda,Class II,[WI],,4/8/26
298,,"elegant foods raspberry macaron case of elegant foods, llc","Elegant Foods, LLC",3/23/22,"Macarons do not declare the following colors:  FD&C Blue #1, Blue #2, Red #3, Yellow #5, Yellow #6, Red #40.",fda,Class II,[WI],,4/8/26
299,,"elegant foods macaron variety b case of elegant foods, llc","Elegant Foods, LLC",3/23/22,"Macarons do not declare the following colors:  FD&C Blue #1, Blue #2, Red #3, Yellow #5, Yellow #6, Red #40.",fda,Class II,[WI],,4/8/26
300,,"elegant foods holiday macaron variety case of elegant foods, llc","Elegant Foods, LLC",3/23/22,"Macarons do not declare the following colors:  FD&C Blue #1, Blue #2, Red #3, Yellow #5, Yellow #6, Red #40.",fda,Class II,[WI],,4/8/26
301,,"elegant foods fall spice macaron case of elegant foods, llc","Elegant Foods, LLC",3/23/22,"Macarons do not declare the following colors:  FD&C Blue #1, Blue #2, Red #3, Yellow #5, Yellow #6, Red #40.",fda,Class II,[WI],,4/8/26
302,,"elegant foods door county cherry macaron case of elegant foods, llc","Elegant Foods, LLC",3/23/22,"Macarons do not declare the following colors:  FD&C Blue #1, Blue #2, Red #3, Yellow #5, Yellow #6, Red #40.",fda,Class II,[WI],,4/8/26
303,,"elegant foods mint macaron case of elegant foods, llc","Elegant Foods, LLC",3/23/22,"Macarons do not declare the following colors:  FD&C Blue #1, Blue #2, Red #3, Yellow #5, Yellow #6, Red #40.",fda,Class II,[WI],,4/8/26
304,,"elegant foods eggnog macaron case of elegant foods, llc","Elegant Foods, LLC",3/23/22,"Macarons do not declare the following colors:  FD&C Blue #1, Blue #2, Red #3, Yellow #5, Yellow #6, Red #40.",fda,Class II,[WI],,4/8/26
305,,"elegant foods lavender macaron case of elegant foods, llc","Elegant Foods, LLC",3/23/22,"Macarons do not declare the following colors:  FD&C Blue #1, Blue #2, Red #3, Yellow #5, Yellow #6, Red #40.",fda,Class II,[WI],,4/8/26
306,,"elegant foods strawberry sorbet plant elegant foods, llc","Elegant Foods, LLC",4/6/22,"The label does not identify whey protein concentrate,  contained in the stabilizer, as Milk.",fda,Class II,[WI],,4/8/26
307,,"elegant foods cherry sorbet plant elegant foods, llc","Elegant Foods, LLC",4/6/22,"The label does not identify whey protein concentrate,  contained in the stabilizer, as Milk.",fda,Class II,[WI],,4/8/26
308,,"elegant foods blueberry sorbet plant elegant foods, llc","Elegant Foods, LLC",4/6/22,"The label does not identify whey protein concentrate,  contained in the stabilizer, as Milk.",fda,Class II,[WI],,4/8/26
309,,"elegant foods raspberry sorbet plant elegant foods, llc","Elegant Foods, LLC",4/6/22,"The label does not identify whey protein concentrate,  contained in the stabilizer, as Milk.",fda,Class II,[WI],,4/8/26
310,,"elegant foods mandarin orange sorbet plant elegant foods, llc","Elegant Foods, LLC",4/6/22,"The label does not identify whey protein concentrate,  contained in the stabilizer, as Milk.",fda,Class II,[WI],,4/8/26
311,,"elegant foods blackberry sorbet plant elegant foods, llc","Elegant Foods, LLC",4/6/22,"The label does not identify whey protein concentrate,  contained in the stabilizer, as Milk.",fda,Class II,[WI],,4/8/26
312,,"elegant foods blood orange sorbet plant elegant foods, llc","Elegant Foods, LLC",4/6/22,"The label does not identify whey protein concentrate,  contained in the stabilizer, as Milk.",fda,Class II,[WI],,4/8/26
313,,"elegant foods mango sorbet plant elegant foods, llc","Elegant Foods, LLC",4/6/22,"The label does not identify whey protein concentrate,  contained in the stabilizer, as Milk.",fda,Class II,['WI'],,4/8/26
314,,"elegant foods lemon sorbet plant elegant foods, llc","Elegant Foods, LLC",4/6/22,"The label does not identify whey protein concentrate,  contained in the stabilizer, as Milk.",fda,Class II,[WI],,4/8/26
315,,"elegant foods chocolate sorbet plant elegant foods, llc","Elegant Foods, LLC",4/6/22,"The label does not identify whey protein concentrate,  contained in the stabilizer, as Milk.",fda,Class II,[WI],,4/8/26
316,500373240653,wisco pop strawberry soda karben4 brewing llc,Karben4 Brewing LLC,5/11/22,Cans of soda may contain yeast.,fda,Class II,"[IL, MN, WI]",,4/8/26
317,500373240853,wisco pop grapefruit soda karben4 brewing llc,Karben4 Brewing LLC,5/11/22,Cans of soda may contain yeast.,fda,Class II,"[IL, MN, WI]",,4/8/26
318,500373241053,wisco pop ginger soda karben4 brewing llc,Karben4 Brewing LLC,5/11/22,Cans of soda may contain yeast.,fda,Class II,"[IL, MN, WI]",,4/8/26
319,500373241253,wisco pop cherry soda karben4 brewing llc,Karben4 Brewing LLC,5/11/22,Cans of soda may contain yeast.,fda,Class II,"[IL, MN, WI]",,4/8/26
320,28598100049,select bakery old fashion pound cake select bakery inc.,Select Bakery Inc.,6/22/22,"Undeclared Yellow #5, Yellow #6 and Red #40",fda,Class II,"[GA, NC, SC]",,4/8/26
321,28598100056,select bakery old fashion orange creme cake select bakery inc.,Select Bakery Inc.,6/22/22,Undeclared Soy,fda,Class III,"[GA, NC, SC]",,4/8/26
322,28598100063,select bakery walnut brownie select bakery inc.,Select Bakery Inc.,6/22/22,Undeclared Soy and Red #40,fda,Class III,"[GA, NC, SC]",,4/8/26
323,28598100094,select bakery old fashion vanilla creme cake select bakery inc.,Select Bakery Inc.,6/22/22,"Undeclared Soy, Yellow #5, Yellow #6 and Red #40",fda,Class II,"[GA, NC, SC]",,4/8/26
324,28598100100,select bakery old fashion chocolate creme cake select bakery inc.,Select Bakery Inc.,6/22/22,Undeclared Soy,fda,Class III,"[GA, NC, SC]",,4/8/26
325,28598100124,select bakery old fashion pineapple creme cake select bakery inc.,Select Bakery Inc.,6/22/22,Undeclared Soy,fda,Class III,"[GA, NC, SC]",,4/8/26
326,28598100131,select bakery old fashion strawberry creme cake select bakery inc.,Select Bakery Inc.,6/22/22,Undeclared Soy,fda,Class III,"[GA, NC, SC]",,4/8/26
